status,credit_history,purpose,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,duration,amount,age,credit_risk
1,1,2,3,2,3,2,0,1,2,1,1,0,2,0,1,1,30,3496,34,1
3,2,1,0,2,2,2,0,1,2,2,1,0,2,1,1,1,15,4657,30,1
3,2,3,0,3,2,2,0,1,1,2,1,0,2,0,0,1,6,1595,51,1
3,4,6,1,2,3,1,0,1,0,2,1,1,2,1,0,1,18,1864,30,0
3,4,0,0,4,3,2,0,3,2,2,1,1,3,1,1,1,36,6614,34,1
3,2,6,1,2,2,2,0,1,1,2,1,0,3,1,1,1,15,4623,40,0
3,2,0,2,2,1,1,0,1,1,2,1,0,2,1,0,1,12,1386,26,0
3,2,3,2,4,3,2,0,1,2,0,1,0,3,1,0,1,30,2333,30,1
3,2,0,0,2,1,1,0,3,2,2,1,0,2,1,1,1,10,1364,64,1
1,4,3,0,4,1,2,0,3,0,2,1,2,1,1,0,1,9,1154,37,1
0,2,2,0,0,3,2,0,0,2,2,1,0,0,1,0,1,18,2473,25,0
3,2,3,0,4,3,2,0,0,0,2,1,0,3,1,1,1,24,1278,36,1
3,2,0,4,1,1,2,0,2,1,2,1,0,3,0,1,1,12,3527,45,1
0,2,4,0,2,3,3,0,2,0,2,1,0,1,1,1,1,18,1217,47,0
1,2,5,1,2,3,2,2,1,0,2,1,0,2,1,0,1,15,1514,22,1
3,2,0,2,4,1,2,0,3,3,2,2,0,1,1,0,1,9,2507,51,1
3,4,3,4,2,3,2,0,2,1,2,1,1,2,1,1,1,18,1169,29,1
1,2,3,0,1,3,3,2,0,0,0,1,0,1,1,0,1,12,625,26,1
2,4,0,2,0,1,2,0,3,3,0,2,2,0,1,0,1,12,1480,66,1
0,4,2,0,1,3,1,1,3,3,2,0,1,1,1,1,1,36,6229,23,0
3,4,0,0,0,0,1,0,1,1,2,1,0,0,1,0,1,12,926,38,1
1,4,8,4,3,0,1,0,2,1,2,1,1,1,1,0,1,6,932,39,1
3,4,3,4,4,3,2,0,0,0,2,1,0,2,1,1,1,48,3578,47,1
3,2,3,4,4,3,2,0,1,2,2,1,1,2,1,0,1,24,999,25,1
3,3,3,4,4,2,2,0,2,2,0,1,1,2,0,0,1,48,7238,32,1
3,2,0,0,2,1,3,0,1,1,2,1,0,3,1,1,1,18,1820,30,1
1,0,10,0,2,0,1,0,1,1,0,1,0,3,1,1,0,48,18424,32,0
3,2,2,0,2,3,1,0,1,2,2,1,0,3,1,1,1,36,3349,28,0
3,1,0,0,4,1,2,0,3,3,0,1,1,3,0,1,1,18,6458,39,0
1,0,9,0,1,2,2,0,3,3,2,0,0,2,1,1,1,54,15945,58,0
0,3,0,0,2,3,2,0,1,0,2,1,1,1,0,0,1,12,1344,43,1
3,2,5,0,1,3,1,0,3,0,2,1,0,2,1,0,1,18,1943,23,0
0,2,3,4,3,1,3,0,3,2,2,0,1,1,1,0,1,18,1936,23,1
0,2,3,0,2,3,1,0,0,2,0,1,0,2,1,0,1,12,1498,23,1
3,4,5,4,3,3,1,0,3,0,2,1,1,2,1,0,1,12,996,23,1
0,0,9,0,3,2,2,0,0,1,0,1,0,2,1,1,1,18,3104,31,1
3,4,3,4,3,1,2,0,2,1,2,1,1,2,1,0,1,30,6742,36,1
3,2,3,2,4,2,2,0,1,2,2,1,0,2,0,1,1,24,3430,31,1
1,2,6,0,2,3,2,0,3,3,2,2,0,2,1,0,1,60,6288,42,0
3,2,1,4,1,0,1,0,3,0,2,0,0,2,1,0,1,10,2901,31,1
2,2,3,0,1,1,1,0,2,0,2,1,0,1,1,0,1,15,2327,25,0
3,4,0,0,2,2,2,0,0,0,2,1,1,2,1,0,1,9,1224,30,1
0,2,3,0,1,2,1,0,3,1,2,0,0,2,1,0,1,9,1366,22,0
0,4,0,0,3,3,2,1,2,1,2,1,1,2,1,1,1,10,1038,49,1
1,2,6,0,3,3,1,0,3,1,2,1,1,3,1,1,1,9,1199,67,1
1,2,3,1,2,1,3,0,1,2,2,1,0,2,1,0,1,72,5595,24,0
0,2,2,0,2,1,2,0,1,2,1,1,0,2,1,0,1,24,4020,27,1
3,2,1,0,2,0,1,0,1,1,0,1,0,2,1,0,1,36,8133,30,1
1,4,1,0,2,2,2,0,3,2,2,1,1,2,1,1,1,36,5800,34,1
1,3,5,0,2,1,2,0,3,0,2,1,0,1,0,1,1,18,6204,44,1
3,2,0,2,3,0,1,0,1,2,0,1,0,3,1,0,1,21,2782,31,1
1,4,2,0,0,3,2,0,3,1,1,1,1,3,1,1,1,18,7374,40,1
1,3,3,4,2,0,2,0,0,0,2,1,0,1,1,0,1,60,7418,27,1
0,2,0,0,4,3,2,1,0,0,2,1,0,2,1,0,1,24,2303,45,0
3,3,2,0,3,3,1,0,0,0,2,1,0,2,1,0,1,18,1808,22,0
1,2,3,0,1,0,3,0,0,0,2,0,0,2,1,0,1,12,1534,23,0
3,1,3,1,4,3,2,0,3,2,0,1,0,1,0,0,1,15,1569,34,1
3,1,1,4,1,2,2,2,3,0,0,0,1,2,0,1,1,28,7824,40,1
2,4,9,3,2,1,0,0,3,0,2,1,1,2,1,1,1,24,1275,36,1
3,3,9,0,2,1,1,0,1,2,2,1,1,2,1,1,1,33,2764,26,1
1,3,3,4,2,1,2,0,1,3,2,2,0,3,1,0,1,60,9157,27,1
1,2,9,1,3,2,2,0,3,0,2,1,0,1,1,0,1,12,1037,39,1
0,3,6,4,2,0,1,0,1,2,2,0,1,2,1,1,1,18,8471,23,1
3,2,2,0,4,3,2,0,3,1,0,1,2,2,0,1,1,18,3422,47,1
0,3,6,0,2,3,2,0,2,1,1,1,0,2,1,1,1,36,6887,29,0
0,2,0,0,1,2,2,0,1,3,2,2,0,3,1,1,1,9,1422,27,0
3,2,0,0,2,1,2,2,1,0,2,1,0,2,1,1,1,24,1393,31,1
1,3,3,1,3,2,1,0,1,1,2,0,1,2,1,1,1,24,1553,23,1
0,2,1,4,4,1,1,0,3,0,2,0,0,2,1,0,1,24,2812,26,1
0,4,0,0,2,1,2,0,1,0,2,0,1,2,0,0,1,9,2799,36,1
1,4,0,0,4,3,2,0,3,2,2,1,0,2,0,1,1,18,884,36,0
1,4,2,0,2,1,1,0,2,2,2,1,0,3,1,1,1,48,5096,30,0
3,4,1,0,3,2,2,0,0,2,2,1,1,2,1,0,1,18,3850,27,1
3,4,0,0,2,3,1,0,3,2,2,1,0,2,1,1,1,24,2022,37,1
1,2,9,0,4,0,2,1,0,0,0,1,0,3,1,1,1,18,4439,33,1
0,2,0,0,1,1,2,0,2,0,2,1,0,2,1,0,1,15,1721,36,1
0,2,0,0,1,3,1,0,3,2,2,1,0,2,1,1,1,36,1842,34,0
3,4,2,0,4,3,2,0,3,2,2,1,0,2,1,1,1,24,5150,33,1
1,4,6,0,4,1,1,0,2,2,2,1,1,3,1,1,1,9,1501,34,0
0,2,0,0,0,0,2,0,3,3,2,2,0,2,1,0,1,14,3973,22,1
2,2,3,2,2,2,1,0,2,2,2,1,0,1,1,0,1,24,1258,57,1
1,2,3,4,4,1,1,0,3,2,2,1,0,2,1,0,1,30,2991,25,1
3,2,1,3,3,2,2,0,1,1,2,1,0,2,1,0,0,12,1413,55,1
3,2,0,0,2,2,1,0,2,0,2,0,0,2,1,0,1,27,2570,21,0
3,3,9,1,2,1,2,0,1,1,2,1,1,1,1,0,1,30,4272,26,1
3,2,3,0,2,0,2,0,3,1,2,1,0,2,1,1,0,10,1924,38,1
1,3,2,0,4,3,0,0,2,3,2,1,0,3,1,1,1,18,4297,40,0
3,2,0,0,4,1,2,0,3,1,2,1,0,3,1,1,1,60,10366,42,1
1,3,10,1,0,1,2,0,3,3,2,1,0,3,1,1,1,48,7582,31,1
3,2,1,4,4,3,2,0,3,3,0,2,0,2,0,0,1,15,1300,45,1
0,2,1,0,2,1,2,0,1,1,2,1,0,2,0,0,1,36,8229,26,0
3,2,0,0,2,0,2,0,3,1,2,1,0,1,0,0,1,24,7393,43,1
3,2,2,2,4,2,2,0,3,1,2,1,0,2,1,0,1,24,2835,53,1
3,4,3,0,3,3,1,0,1,2,2,1,1,2,1,0,1,30,5771,25,1
0,2,6,4,4,3,2,0,3,3,2,1,0,3,1,1,1,36,1977,40,0
0,2,1,4,4,0,2,0,3,1,2,2,0,2,0,1,1,18,7511,51,0
3,4,3,1,4,3,2,0,3,1,0,1,1,2,1,0,1,24,2223,52,1
1,2,2,0,2,2,1,0,3,0,2,1,0,2,1,0,1,8,1237,24,0
3,4,2,3,3,2,1,0,1,1,2,1,0,2,1,0,1,12,1592,35,1
1,2,3,0,1,0,3,0,0,1,2,1,0,2,1,1,1,24,2039,22,0
3,2,1,0,3,2,2,0,2,2,2,1,0,3,1,1,1,24,7814,38,1
3,3,3,0,2,3,2,0,1,2,2,1,1,3,1,1,1,36,4463,26,0
3,4,3,2,4,3,2,0,2,1,0,1,1,3,1,1,1,18,629,32,1
1,3,9,1,3,0,2,0,2,1,2,1,1,1,0,1,1,36,9857,31,1
1,4,0,0,0,3,3,0,1,2,2,1,1,3,1,0,1,30,4249,28,0
1,2,0,1,1,3,1,0,1,1,2,1,0,3,1,0,1,60,7408,24,0
1,2,2,0,2,3,0,0,1,2,2,1,0,1,1,0,1,10,1521,31,1
2,2,0,1,2,0,1,0,0,2,0,1,0,3,1,1,1,21,2923,28,1
1,2,0,0,4,3,2,0,1,3,2,2,0,3,1,1,1,36,14318,57,0
0,4,3,3,4,3,1,0,3,1,2,0,1,3,1,1,1,24,1231,57,1
3,2,8,0,1,3,3,0,2,2,2,1,1,1,1,0,1,24,937,27,1
1,2,3,0,4,2,3,2,2,0,0,1,1,1,1,0,1,12,1155,40,1
3,4,0,2,2,0,3,0,1,2,2,1,0,2,1,0,1,6,2080,24,1
3,2,3,4,4,3,2,0,2,1,2,1,0,2,1,1,1,21,3160,41,1
2,2,3,0,4,3,2,0,1,2,2,1,0,2,1,0,1,36,4473,31,1
3,4,0,4,1,1,0,0,3,0,2,1,1,2,1,1,1,20,3485,44,1
0,1,2,2,1,3,2,0,3,3,2,2,0,2,0,1,1,24,3349,30,0
3,4,5,0,4,2,2,0,3,3,2,2,1,2,1,0,1,24,5507,44,1
3,2,3,0,4,3,2,0,3,2,2,1,0,2,1,0,1,12,804,38,1
1,4,0,0,1,0,2,0,2,0,0,1,1,1,0,0,1,12,3124,49,1
1,2,0,0,1,3,2,0,0,1,2,1,0,2,1,0,1,24,1201,26,1
3,2,1,4,1,1,3,0,3,2,2,0,0,2,1,1,1,12,2445,26,1
3,4,3,0,2,3,1,0,1,1,2,1,1,2,1,0,1,12,1291,35,1
3,2,3,0,4,3,1,0,1,2,0,0,0,3,1,1,1,15,3568,54,1
0,4,5,0,0,1,1,0,3,3,2,2,2,0,0,0,1,18,1190,55,0
1,2,6,4,2,1,3,0,1,2,2,1,0,2,1,0,1,36,3711,27,1
1,2,3,0,2,3,2,0,2,0,2,1,0,2,1,0,1,9,458,24,1
0,2,0,0,1,3,1,0,3,1,2,0,0,2,1,0,1,24,1207,24,0
3,3,9,2,2,3,2,0,1,2,2,1,1,2,0,1,1,24,2375,44,1
3,4,2,0,4,1,2,0,3,1,1,1,0,2,1,0,1,12,3331,42,1
3,2,0,1,2,0,2,2,1,0,2,0,0,2,0,0,0,9,3577,26,1
0,2,4,4,2,3,1,0,1,2,2,0,0,2,1,0,1,15,1275,24,0
0,2,3,0,1,3,1,0,3,1,2,0,0,3,1,1,1,21,2606,28,1
1,2,3,0,3,3,2,2,2,0,2,1,1,2,1,0,1,12,1103,29,1
2,2,2,0,2,1,2,0,1,0,2,1,0,2,1,0,1,24,1925,26,1
1,2,3,0,4,3,2,0,3,2,2,1,0,2,0,0,1,6,1068,28,1
3,4,0,0,2,3,1,0,1,0,1,1,1,2,1,1,1,36,7855,25,0
1,4,9,0,3,1,1,0,0,0,0,1,1,1,1,0,1,42,5954,41,1
1,4,1,3,4,1,1,0,3,3,2,0,0,2,1,0,1,24,7758,29,1
3,3,3,0,2,3,1,0,3,0,2,1,1,2,1,0,1,36,4454,34,1
1,3,2,4,1,3,2,0,1,1,0,1,0,1,1,0,1,24,2333,29,1
3,4,6,4,2,2,1,0,1,2,2,1,1,2,1,1,1,24,1927,33,1
1,2,0,4,1,3,2,0,1,0,2,1,0,0,1,0,1,9,1549,35,1
1,2,1,4,2,3,2,0,1,2,2,1,0,2,1,0,1,12,2028,30,1
3,4,1,0,4,1,2,0,1,1,2,1,1,2,0,1,1,36,5842,35,1
0,2,1,0,0,3,2,0,1,3,2,2,0,3,1,1,1,24,6579,29,1
0,4,0,0,2,0,2,0,2,0,2,0,2,2,0,0,1,6,3676,37,1
0,2,1,4,4,2,2,0,3,3,2,2,0,2,1,0,1,36,8335,47,0
3,2,3,4,4,3,2,0,3,2,2,1,0,2,1,1,1,30,1867,58,1
3,4,9,0,2,3,1,2,1,0,2,1,1,3,1,1,1,12,1412,29,1
3,2,1,2,2,1,2,0,3,1,2,0,0,2,1,0,1,6,1236,50,1
3,2,9,4,2,3,0,0,1,0,0,1,0,2,1,0,1,48,3914,38,0
3,3,3,4,4,2,2,0,3,3,2,2,0,2,1,0,1,7,846,36,1
1,3,9,4,2,3,2,0,1,1,0,1,1,3,1,1,1,24,4712,34,1
